vera_jid,facility_uid,facility_name,year,rated_capacity
16083002,13MUN04200806100,,1970,16.0
16087001,13MUN04400306100,,1970,4.0
17001002,14CNT00100106100,Adams Co. Jail,2013,120.0
17003002,14CNT00200206100,ALEXANDER COUNTY JAIL,1993,8.0
17005001,14CNT00300306100,Bond Co. Jail,2013,22.0
17007001,14CNT00400406000,,1992,45.0
17007001,14CNT00400406100,Boone Co. Jail,2013,150.0
17009001,14CNT00500506100,,1978,6.0
17011001,14CNT00600606000,BUREAU COUNTY,1998,36.0
17011001,14CNT00600606100,Bureau Co. Jail,2013,36.0
17013001,14CNT00700706100,,1983,4.0
17015001,14CNT00800806000,,1992,19.0
17015001,14CNT00800806100,Carroll Co. Jail,2013,24.0
17017001,14CNT00900906100,,1983,12.0
17019001,14CNT01001006000,CHAMPAIGN COUNTY,2004,308.0
17019001,14CNT01001006100,,1978,78.0
17019001,14CNT01001006200,,2018,295.0
17021001,14CNT01101106100,Christian Co. Jail,2013,56.0
17023001,14CNT01201206100,Clark Co. Jail,2013,50.0
17025001,14CNT01301306000,CLAY COUNTY JAIL,2006,18.0
17025001,14CNT01301306100,CLAY COUNTY JAIL,2014,18.0
17027001,14CNT01401406000,CLINTON COUNTY,2004,54.0
17027001,14CNT01401406100,Clinton Co. Jail,2013,54.0
17029001,14CNT01501506100,Coles Co. Jail,2013,160.0
17031002,14CNT01601606000,COOK COUNTY JAILS - DEPT OF CORRS,2006,10114.0
17031002,14CNT01601606010,,2018,11163.0
17031002,14CNT01601606100,,1978,2620.0
17031002,14CNT01601606300,,1978,1318.0
17031002,14CNT01601606400,,1978,197.0
17031002,14CNT01601606500,,1978,704.0
17033001,14CNT01701706100,Crawford Co. Jail,2013,53.0
17035001,14CNT01801806100,Cumberland County Jail,2013,33.0
17037001,14CNT01901906000,,1992,89.0
17037001,14CNT01901906100,,1978,72.0
17037001,14CNT01901906200,De Kalb Co. Jail,2013,89.0
17039001,14CNT02002006000,DE WITT COUNTY,1998,60.0
17039001,14CNT02002006100,Dewitt Co. Jail,2013,85.0
17041001,14CNT02102106100,Douglas Co. Jail,2013,38.0
17043001,14CNT02202206000,DU PAGE COUNTY JAIL,2006,957.0
17043001,14CNT02202206100,,2018,1056.0
17043001,14CNT02202206200,DU PAGE CO WORK RELEASE CENTER,1993,133.0
17043001,14CNT02202209000,DU PAGE COUNTY,1993,
17045001,14CNT02302306100,Edgar Co. Jail,2013,37.0
17047001,14CNT02402406100,,1970,4.0
17049001,14CNT02502506000,EFFINGHAM COUNTY JAIL,2006,60.0
17049001,14CNT02502506100,EFFINGHAM COUNTY JAIL,2014,60.0
17051001,14CNT02602606000,,1987,34.0
17051001,14CNT02602606100,,2018,72.0
17053001,14CNT02702706000,FORD COUNTY CORRECTIONAL FACILITY,2006,61.0
17053001,14CNT02702706100,FORD COUNTY SHERIFF'S OFFICE JAIL,2014,61.0
17055001,14CNT02802806000,,1987,22.0
17055001,14CNT02802806100,Franklin Co. Jail,2013,100.0
17057001,14CNT02902906000,FULTON COUNTY,1998,48.0
17057001,14CNT02902906100,Fulton Co. Jail,2013,80.0
17059001,14CNT03003006000,,1985,14.0
17059001,14CNT03003006100,,1983,14.0
17061001,14CNT03103106100,Greene Co. Jail,2013,11.0
17063001,14CNT03203206000,,1992,35.0
17063001,14CNT03203206100,Grundy Co. Jail,2013,68.0
17063001,14CNT03203206200,,1970,12.0
17065001,14CNT03303306100,,1983,14.0
17067001,14CNT03403406100,Hancock Co. Jail,2013,43.0
17069001,14CNT03503506100,Hardin Co. Jail,2013,6.0
17071001,14CNT03603606100,Henderson Co. Jail,2013,14.0
17073001,14CNT03703706000,HENRY COUNTY JAIL,2006,132.0
17073001,14CNT03703706100,HENRY COUNTY JAIL,2014,128.0
17075001,14CNT03803806100,Iroquois Co. Jail,2013,30.0
17077001,14CNT03903906000,,1987,30.0
17077001,14CNT03903906100,Jackson Co. Jail,2013,190.0
17079001,14CNT04004006100,Jasper Co. Jail,2013,27.0
17081001,14CNT04104106000,JEFFERSON COUNTY JUSTICE CENTER,2006,257.0
17081001,14CNT04104106100,JEFFERSON COUNTY JAIL,2014,249.0
17083001,14CNT04204206000,JERSEY COUNTY,2004,16.0
17083001,14CNT04204206100,Jersey Co. Jail,2013,44.0
17085001,14CNT04304306100,Jo Daviess Co. Jail,2013,28.0
17087001,14CNT04404406100,,1970,6.0
17089002,14CNT04504506000,KANE COUNTY JAIL,2006,399.0
17089002,14CNT04504506100,Kane County Sheriffs Office,2015,640.0
17091001,14CNT04604606000,KANKAKEE COUNTY JAIL,2006,631.0
17091001,14CNT04604606100,KANKAKEE COUNTY SHERIFFS OFFICE,2016,500.0
17093001,14CNT04704706100,Kendall Co. Jail,2013,203.0
17095001,14CNT04804806000,KNOX COUNTY,2004,120.0
17095001,14CNT04804806100,Knox Co. Jail,2013,128.0
17097001,14CNT04904906000,LAKE COUNTY JAIL AND WORK RELEASE CENTER,2004,613.0
17097001,14CNT04904906100,,2018,636.0
17097001,14CNT04904906200,LAKE COUNTY WORK RELEASE CENTER,2005,56.0
17097001,14CNT04904909000,LAKE COUNTY,1993,
17099001,14CNT05005006000,LA SALLE COUNTY JAIL,2006,222.0
17099001,14CNT05005006100,LA SALLE COUNTY JAIL,2014,308.0
17101001,14CNT05105106100,Lawrence Co. Jail,2013,21.0
17103001,14CNT05205206000,,1992,66.0
17103001,14CNT05205206100,Lee Co. Jail,2013,66.0
17105001,14CNT05305306000,LIVINGSTON COUNTY,2004,70.0
17105001,14CNT05305306100,Livingston Co. Jail,2013,179.0
17107002,14CNT05405406100,,1978,14.0
17107002,14CNT05405406200,Logan Co. Jail Safety Complex,2013,65.0
17109001,14CNT05505506000,MCDONOUGH COUNTY JAIL,2006,52.0
17109001,14CNT05505506100,MCDONOUGH COUNTY JAIL,2014,52.0
17111001,14CNT05605606000,MCHENRY COUNTY JAIL,2006,650.0
17111001,14CNT05605606100,,2018,650.0
17113001,14CNT05705706000,MCLEAN COUNTY JAIL,2006,205.0
17113001,14CNT05705706100,MCLEAN COUNTY DETENTION FACILITY,2014,225.0
17115001,14CNT05805806000,MACON COUNTY,2004,178.0
17115001,14CNT05805806100,,2018,425.0
17117001,14CNT05905906100,Macoupin Co. Jail,2013,82.0
17119002,14CNT06006006000,MADISON COUNTY,2004,305.0
17119002,14CNT06006006100,,1978,88.0
17119002,14CNT06006006200,Madison Co. Jail,2013,296.0
17121001,14CNT06106106000,,1992,32.0
17121001,14CNT06106106100,Marion Co. Jail,2013,123.0
17123001,14CNT06206206100,Marshall Co. Jail,2013,16.0
17125001,14CNT06306306000,MASON COUNTY,2004,46.0
17125001,14CNT06306306100,Mason Co. Jail,2013,44.0
17127001,14CNT06406406100,,2018,42.0
17129001,14CNT06506506000,MENARD COUNTY JAIL,2006,26.0
17129001,14CNT06506506100,MENARD COUNTY JAIL,2014,27.0
17131001,14CNT06606606000,,1987,17.0
17131001,14CNT06606606100,MERCER COUNTY SHERIFFS OFFICE,2016,102.0
17133001,14CNT06706706100,MONROE COUNTY JAIL,2006,
17135001,14CNT06806806100,Montgomery Co. Jail,2013,42.0
17137001,14CNT06906906100,Morgan Co. Jail,2013,65.0
17139001,14CNT07007006100,Moultrie Co. Det. Ctr.,2013,48.0
17141001,14CNT07107106000,OGLE COUNTY JAIL,2006,110.0
17141001,14CNT07107106100,OGLE COUNTY SHERIFF'S OFFICE JAIL,2014,110.0
17143001,14CNT07207206000,PEORIA COUNTY,1998,256.0
17143001,14CNT07207206100,,2018,492.0
17145001,14CNT07307306100,Perry Co. Jail,2013,59.0
17147001,14CNT07407406000,PIATT COUNTY,1998,17.0
17147001,14CNT07407406100,Piatt Co. Jail,2013,76.0
17149001,14CNT07507506100,Pike Co. Jail,2013,63.0
17151001,14CNT07607606100,,1983,3.0
17153001,14CNT07707706000,TRI-CO DETENTION JUSTICE CENTER- G.W.I. CORP,2004,226.0
17153001,14CNT07707706100,Tri-Co. Detention Justice Ctr-Corr. Serv.,2013,222.0
17155001,14CNT07807806000,,1985,2.0
17155001,14CNT07807806100,Putnam Co. Jail,2013,5.0
17157001,14CNT07907906100,Randolph Co. Jail,2013,40.0
17159001,14CNT08008006100,Richland Co. Jail,2013,60.0
17161001,14CNT08108106000,,1992,220.0
17161001,14CNT08108106100,,2018,320.0
17163001,14CNT08208206000,ST. CLAIR COUNTY JAIL,2006,354.0
17163001,14CNT08208206100,ST. CLAIR COUNTY JAIL,2014,330.0
17165001,14CNT08308306000,SALINE CO LAW ENFORCEMENT & DETENTION CENTER,2006,110.0
17165001,14CNT08308306100,COUNTY JAIL,1988,36.0
17165001,14CNT08308306200,SALINE CO SHERIFF'S DEPT JAIL,2014,110.0
17167002,14CNT08408406000,SANGAMON COUNTY,1998,316.0
17167002,14CNT08408406100,,2018,314.0
17169001,14CNT08508506100,Schuyler Co. Jail,2013,15.0
17171001,14CNT08608606100,,1970,5.0
17173001,14CNT08708706100,Shelby Co. Jail,2013,27.0
17175001,14CNT08808806100,Stark Co. Jail,2013,14.0
17177001,14CNT08908906000,STEPHENSON COUNTY,1998,49.0
17177001,14CNT08908906100,Stephenson Co. Jail,2013,216.0
17179001,14CNT09009006000,TAZEWELL COUNTY JAIL,2006,216.0
17179001,14CNT09009006100,TAZEWELL COUNTY JUSTICE CENTER,2014,226.0
17181001,14CNT09109106100,UNION COUNTY JAIL,1993,8.0
17183001,14CNT09209206000,VERMILION COUNTY JAIL,2006,411.0
17183001,14CNT09209206100,VERMILION COUNTY JAIL,2014,411.0
17185001,14CNT09309306100,Wabash Co. Jail,2013,24.0
17187001,14CNT09409406100,Warren Co. Jail,2013,42.0
17189001,14CNT09509506100,Washington Co. Jail,2013,26.0
17191001,14CNT09609606100,Wayne Co. Jail,2013,34.0
17193002,14CNT09709706000,WHITE COUNTY CITY/COUNTY JAIL,2006,74.0
17193002,14CNT09709706100,WHITE COUNTY/CARMI CITY JAIL,2014,74.0
17195001,14CNT09809806000,WHITESIDE COUNTY,2004,113.0
17195001,14CNT09809806100,,1978,42.0
17195001,14CNT09809806200,Whiteside Co. Jail,2013,126.0
17197002,14CNT09909906000,WILL COUNTY ADULT DETENTION FACILITY,2006,320.0
17197002,14CNT09909906100,,2018,909.0
17199001,14CNT10010006000,WILLIAMSON COUNTY JAIL,2006,104.0
17199001,14CNT10010006100,WILLIAMSON COUNTY JAIL,2014,240.0
17201002,14CNT10110106000,,2018,1324.0
17201002,14CNT10110106100,WINNEBAGO COUNTY JAIL,1993,286.0
17201002,14CNT10110106200,WINNEBAGO CO WORK RELEASE CENTER,1993,62.0
17201002,14CNT10110109000,WINNEBAGO COUNTY,1993,
17203001,14CNT10210206000,WOODFORD COUNTY JAIL,2006,86.0
17203001,14CNT10210206100,Woodford Co. Jail,2013,86.0
17031003,14FED01666607390,METRO CORRECTIONAL CENTER,2006,
17031003,14FED01666608390,Metropolitan Correctional Center,1993,423.0
17001001,14MUN00101206100,,1970,48.0
17003001,14MUN00200106100,,1970,15.0
17031001,14MUN01603006100,,1970,5.0
17089001,14MUN04500106100,,1970,56.0
17107001,14MUN05400706100,,1970,5.0
17119001,14MUN06000506100,,1970,8.0
17167001,14MUN08402206100,,1978,78.0
17193001,14MUN09700206100,,1970,10.0
17197001,14MUN09900706100,,1970,36.0
17201001,14MUN10100606100,,1970,50.0
17153001,14PRV07707706000,UNION COUNTY - PRIVATE JURISDICTION,2000,208.0
17153001,14PRV07707706100,TRI-CO DETENTION JUSTICE CENTER- G.R.W. CORP,2006,
18001001,15CNT00100106000,ADAMS COUNTY,1998,60.0
18001001,15CNT00100106100,Adams Co. Jail,2013,60.0
18003001,15CNT00200206000,ALLEN COUNTY JAIL,2006,901.0
18003001,15CNT00200206100,,1978,172.0
18003001,15CNT00200206200,,1983,203.0
18003001,15CNT00200206300,,2018,834.0
18005001,15CNT00300306000,BARTHOLOMEW COUNTY JAIL,2006,123.0
18005001,15CNT00300306100,BARTHOLOMEW COUNTY JAIL,2014,336.0
18007001,15CNT00400406000,BENTON COUNTY JAIL,2006,43.0
18007001,15CNT00400406100,BENTON COUNTY JAIL,2014,43.0
18009001,15CNT00500506000,BLACKFORD COUNTY,2004,82.0
18009001,15CNT00500506100,,2018,84.0
18011001,15CNT00600606000,BOONE COUNTY,1998,150.0
18011001,15CNT00600606100,COUNTY JAIL,1988,27.0
18011001,15CNT00600606200,Boone Co. Jail,2013,183.0
18013001,15CNT00700706000,,1992,34.0
18013001,15CNT00700706100,Brown County Sheriff's Office,2013,104.0
18015001,15CNT00800806100,Carroll Co. Jail,2013,35.0
18017001,15CNT00900906000,CASS COUNTY JAIL,2006,213.0
18017001,15CNT00900906099,CASS COUNTY JAIL,2014,208.0
18017001,15CNT00900906100,Cass Co. Jail,2013,213.0
18019001,15CNT01001006000,CLARK COUNTY JAIL,2006,239.0
18019001,15CNT01001006100,,2018,588.0
18021001,15CNT01101106100,Clay Co. Jail,2013,158.0
18023001,15CNT01201206000,,1987,26.0
18023001,15CNT01201206100,Clinton Co. Jail,2013,222.0
18025001,15CNT01301306100,Crawford Co. Jail,2013,75.0
18027001,15CNT01401406000,DAVIESS COUNTY JAIL,2006,260.0
18027001,15CNT01401406100,DAVIESS COUNTY SECURITY CENTER,2014,269.0
18029001,15CNT01501506000,DEARBORN COUNTY,2004,204.0
18029001,15CNT01501506100,,2018,424.0
18031001,15CNT01601606100,,1978,34.0
18031001,15CNT01601606200,Decatur Co. Jail,2013,66.0
18033001,15CNT01701706000,DE KALB COUNTY,2004,89.0
18033001,15CNT01701706100,Dekalb Co. Jail,2013,105.0
18035001,15CNT01801806000,DELAWARE COUNTY JUSTICE CENTER,2006,221.0
18035001,15CNT01801806100,DELAWARE COUNTY JAIL,2014,220.0
18037001,15CNT01901906100,,2018,84.0
18039001,15CNT02002006000,ELKHART COUNTY SECURITY CENTER (JAIL),2006,900.0
18039001,15CNT02002006100,,2018,950.0
18041001,15CNT02102106100,Fayette Co. Jail,2013,114.0
18041001,15CNT02102106200,,1970,48.0
18043001,15CNT02202206000,FLOYD COUNTY JAIL,2006,234.0
18043001,15CNT02202206100,FLOYD COUNTY JAIL,2014,234.0
18045001,15CNT02302306100,Fountain Co. Jail,2013,25.0
18047001,15CNT02402406100,Franklin Co. Sec. Ctr.,2013,75.0
18049001,15CNT02502506100,Fulton Co. Jail,2013,76.0
18051001,15CNT02602606100,Gibson Co. Jail,2013,137.0
18053001,15CNT02702706000,GRANT COUNTY SECURITY COMPLEX,2006,274.0
18053001,15CNT02702706100,,1978,50.0
18053001,15CNT02702706200,GRANT COUNTY SECURITY CENTER,2014,274.0
18055001,15CNT02802806000,GREENE COUNTY JAIL,2006,74.0
18055001,15CNT02802806100,GREENE COUNTY JAIL,2014,82.0
18057001,15CNT02902906000,HAMILTON COUNTY,2004,292.0
18057001,15CNT02902906100,,2018,412.0
18059001,15CNT03003006000,HANCOCK COUNTY JAIL,2006,212.0
18059001,15CNT03003006100,HANCOCK COUNTY,2014,228.0
18061001,15CNT03103106100,Harrison Co. Jail,2013,175.0
18063001,15CNT03203206100,,2018,252.0
18065001,15CNT03303306100,Henry Co. Jail,2013,112.0
18065001,15CNT03303306200,,1970,51.0
18067001,15CNT03403406000,HOWARD COUNTY JAIL,2006,320.0
18067001,15CNT03403406100,,2018,364.0
18069001,15CNT03503506000,HUNTINGTON COUNTY JAIL,2006,101.0
18069001,15CNT03503506100,HUNTINGTON COUNTY JAIL,2014,100.0
18071001,15CNT03603606000,JACKSON COUNTY,1998,28.0
18071001,15CNT03603606100,,2018,172.0
18073001,15CNT03703706000,,1987,35.0
18073001,15CNT03703706100,Jasper Co. Jail,2013,112.0
18073001,15CNT03703706200,,1970,14.0
18075001,15CNT03803806000,,1992,34.0
18075001,15CNT03803806100,Jay Co. Jail,2013,142.0
18077001,15CNT03903906100,Jefferson Co. Jail,2013,109.0
18079001,15CNT04004006100,Jennings Co. Jail,2013,124.0
18081001,15CNT04104106000,JOHNSON COUNTY JAIL,2006,304.0
18081001,15CNT04104106099,JOHNSON COUNTY LAW ENFORCEMENT FACILITY,2014,322.0
18081001,15CNT04104106100,,2018,322.0
18083001,15CNT04204206000,KNOX COUNTY,2004,48.0
18083001,15CNT04204206100,Knox Co. Jail,2013,225.0
18085001,15CNT04304306100,,2018,298.0
18087001,15CNT04404406000,,1992,34.0
18087001,15CNT04404406100,La Grange Co. Jail,2013,50.0
18089005,15CNT04504506000,LAKE COUNTY JAIL,2006,1040.0
18089005,15CNT04504506100,,2018,1050.0
18091001,15CNT04604606000,LA PORTE COUNTY,2004,348.0
18091001,15CNT04604606100,La Porte Co. Jail,2013,368.0
18093001,15CNT04704706000,LAWRENCE COUNTY JAIL,2006,168.0
18093001,15CNT04704706100,,2018,180.0
18095001,15CNT04804806000,MADISON COUNTY,1998,204.0
18095001,15CNT04804806100,Madison Co. Det. Ctr.,2013,207.0
18097001,15CNT04904906000,MARION COUNTY,1995,1270.0
18099001,15CNT05005006100,Marshall Co. Jail,2013,238.0
18101001,15CNT05105106100,Martin Security Center,2013,65.0
18103001,15CNT05205206000,MIAMI COUNTY,2004,50.0
18103001,15CNT05205206100,Miami Co. Jail,2013,240.0
18105001,15CNT05305306000,MONROE COUNTY,2004,204.0
18105001,15CNT05305306100,Monroe Co. Jail,2013,287.0
18107001,15CNT05405406000,MONTGOMERY COUNTY,1998,58.0
18107001,15CNT05405406100,Montgomery Co. Jail,2013,224.0
18109001,15CNT05505506000,MORGAN COUNTY,2004,220.0
18109001,15CNT05505506100,,2018,439.0
18111001,15CNT05605606000,,1987,14.0
18111001,15CNT05605606100,Newton Co. Jail,2013,77.0
18113001,15CNT05705706000,NOBLE COUNTY JAIL,2006,263.0
18113001,15CNT05705706099,NOBLE COUNTY JAIL,2014,263.0
18113001,15CNT05705706100,Noble Co. Jail,2013,265.0
18115001,15CNT05805806100,,1978,3.0
18117001,15CNT05905906100,Orange Co. Jail,2013,92.0
18119001,15CNT06006006100,Owen Co. Jail,2013,66.0
18121001,15CNT06106106100,Parke Co. Jail,2013,90.0
18123001,15CNT06206206100,Perry Co. Jail,2013,46.0
18125001,15CNT06306306000,PIKE COUNTY LAW ENFORCEMENT CENTER,2006,72.0
18125001,15CNT06306306100,PIKE COUNTY LAW ENFORCEMENT CENTER,2014,74.0
18127001,15CNT06406406000,PORTER COUNTY,1998,160.0
18127001,15CNT06406406100,PORTER COUNTY JAIL,2006,
18129001,15CNT06506506000,POSEY COUNTY,2004,62.0
18129001,15CNT06506506100,,1978,14.0
18129001,15CNT06506506200,Posey Co. Jail,2013,62.0
18131001,15CNT06606606100,Pulaski Co. Jail,2013,128.0
18133001,15CNT06706706100,,2018,154.0
18135001,15CNT06806806000,RANDOLPH COUNTY,2004,99.0
18135001,15CNT06806806100,Randolph Co. Jail,2013,108.0
18137001,15CNT06906906000,RIPLEY COUNTY,2004,119.0
18137001,15CNT06906906100,Ripley Co. Jail,2013,102.0
18139001,15CNT07007006100,Rush Co. Jail,2013,40.0
18141002,15CNT07107106000,ST. JOSEPH COUNTY JAIL,2006,832.0
18141002,15CNT07107106100,,2018,829.0
18143001,15CNT07207206000,,1987,35.0
18143001,15CNT07207206100,Scott Co. Jail,2013,65.0
18145001,15CNT07307306000,,1992,46.0
18145001,15CNT07307306100,Shelby Co. Jail,2013,203.0
18147001,15CNT07407406000,SPENCER COUNTY,1998,60.0
18147001,15CNT07407406100,Spencer Co. Jail,2013,72.0
18149001,15CNT07507506100,Starke Co. Jail,2013,68.0
18151001,15CNT07607606000,,1987,22.0
18151001,15CNT07607606100,Steuben Co. Jail,2013,153.0
18153001,15CNT07707706000,SULLIVAN COUNTY,2004,52.0
18153001,15CNT07707706100,Sullivan Co. Jail,2013,54.0
18155001,15CNT07807806100,Switzerland County Jail,2013,60.0
18157001,15CNT07907906000,TIPPECANOE COUNTY,2004,553.0
18157001,15CNT07907906100,Tippecanoe Co. Jail,2013,558.0
18159001,15CNT08008006100,Tipton Co. Jail,2013,27.0
18161001,15CNT08108106100,Union Co. Jail,2013,10.0
18163002,15CNT08208206000,,2018,512.0
18163002,15CNT08208206100,VANDERBURGH COUNTY JAIL,1993,274.0
18165001,15CNT08308306000,,1990,23.0
18165001,15CNT08308306100,Vermillion Co. Jail,2013,73.0
18167001,15CNT08408406000,VIGO COUNTY,1998,130.0
18167001,15CNT08408406100,,2018,268.0
18169001,15CNT08508506000,WABASH COUNTY,2004,61.0
18169001,15CNT08508506100,,1978,21.0
18169001,15CNT08508506200,,2018,72.0
18171001,15CNT08608606100,,2018,40.0
18173001,15CNT08708706100,Warrick Co. Jail,2013,120.0
18175001,15CNT08808806100,WASHINGTON COUNTY JAIL,2006,
18177001,15CNT08908906000,WAYNE COUNTY,1998,105.0
18177001,15CNT08908906100,Wayne Co. Jail,2013,416.0
18179001,15CNT09009006000,,1992,92.0
18179001,15CNT09009006100,Wells Co. Jail,2013,94.0
18181001,15CNT09109106000,WHITE COUNTY,1998,26.0
18181001,15CNT09109106100,,2018,165.0
18183001,15CNT09209206100,Whitley Co. Jail,2013,104.0
18039002,15MUN02000206100,,1978,24.0
18089001,15MUN04500406100,,1970,6.0
18089002,15MUN04500706100,,1970,37.0
18089003,15MUN04500906100,,1983,8.0
18089004,15MUN04501606100,,1978,12.0
18097001,15MUN04900806000,MARION COUNTY JAIL,2006,2463.0
18097001,15MUN04900806010,MARION COUNTY COMMUNITY CORRECTIONS CENTER,2006,
18097001,15MUN04900806100,,2018,1135.0
18141001,15MUN07100806100,,1970,36.0
18163001,15MUN08200106100,,1970,275.0
18097002,15PRV04900806100,,2018,1233.0
18097002,15PRV04904906000,MARION COUNTY - PRIVATE JURISDICTION,2000,751.0
18097002,15PRV04904906100,MARION COUNTY JAIL II - C.C.A.,1999,750.0
19001001,16CNT00100106100,Adair County Jail,2013,14.0
19003001,16CNT00200206100,Adams Co. Jail,2013,22.0
19005001,16CNT00300306100,Allamakee Co. Jail,2013,14.0
19007001,16CNT00400406100,Appanoose Co. Jail,2013,12.0
19009001,16CNT00500506000,,1992,12.0
19009001,16CNT00500506100,AUDUBON COUNTY JAIL,2006,
19011001,16CNT00600606000,,1987,23.0
19011001,16CNT00600606100,Benton Co. Jail,2013,35.0
19013002,16CNT00700706000,BLACK HAWK COUNTY,2004,272.0
19013002,16CNT00700706100,Black Hawk Co. Jail,2013,272.0
19015001,16CNT00800806100,,1970,14.0
19017001,16CNT00900906100,Bremer Co. Jail,2013,79.0
19019001,16CNT01001006100,Buchanan Co. Jail,2013,47.0
19021001,16CNT01101106100,Buena Vista Co. Jail,2013,65.0
19023001,16CNT01201206100,Butler Co. Jail,2013,12.0
19025001,16CNT01301306100,,1983,15.0
19027001,16CNT01401406100,Carroll Co. Jail,2013,14.0
19029001,16CNT01501506100,Cass Co. Corr. Fac.,2013,24.0
19031001,16CNT01601606000,,1992,10.0
19031001,16CNT01601606100,Cedar Co. Sheriffs Office,2013,53.0
19033002,16CNT01701706100,Cerro Gordo County Law Enforcement Center,2013,153.0
19035002,16CNT01801806000,CHEROKEE COUNTY,2004,12.0
19035002,16CNT01801806100,Cherokee Co. Jail,2013,12.0
19037001,16CNT01901906100,Chickasaw Co. Jail,2013,9.0
19039001,16CNT02002006100,Clarke Co. Jail,2013,34.0
19041001,16CNT02102106000,CLAY COUNTY JAIL,2006,16.0
19041001,16CNT02102106100,CLAY COUNTY JAIL,2014,28.0
19043001,16CNT02202206000,,1987,9.0
19043001,16CNT02202206100,Clayton Co. Jail,2013,44.0
19045001,16CNT02302306100,,2018,44.0
19047001,16CNT02402406000,CRAWFORD COUNTY,2004,13.0
19047001,16CNT02402406100,Crawford Co. Jail,2013,10.0
19049001,16CNT02502506100,Dallas Co. Corr. Fac.,2013,36.0
19049001,16CNT02502506200,,1970,20.0
19051001,16CNT02602606100,Davis Co. Jail,2013,10.0
19053001,16CNT02702706100,Decatur Co. Jail,2013,6.0
19055001,16CNT02802806000,,1987,9.0
19055001,16CNT02802806100,Delaware Co. Jail,2013,8.0
19057001,16CNT02902906000,,1987,33.0
19057001,16CNT02902906100,Des Moines Co. Jail,2013,68.0
19059001,16CNT03003006100,Dickinson Co. Jail,2013,24.0
19059001,16CNT03003006200,,1970,12.0
19061001,16CNT03103106000,,1992,40.0
19061001,16CNT03103106100,Dubuque Co. Jail,2013,212.0
19063001,16CNT03203206100,Emmet Co. Jail,2013,16.0
19065001,16CNT03303306100,Fayette Co. Jail,2013,44.0
19067001,16CNT03403406100,Floyd Co. Jail,2013,17.0
19069001,16CNT03503506100,,1983,9.0
19071001,16CNT03603606000,,1992,9.0
19071001,16CNT03603606100,Fremont Co. Jail,2013,9.0
19073001,16CNT03703706100,Greene Co. Jail,2013,8.0
19075001,16CNT03803806100,Grundy County Jail,2013,17.0
19077001,16CNT03903906000,GUTHRIE COUNTY,1998,10.0
19077001,16CNT03903906100,Guthrie Co. Jail,2013,10.0
19079002,16CNT04004006100,Hamilton County Jail,2013,44.0
19081001,16CNT04104106100,Hancock Co. Jail,2013,15.0
19083001,16CNT04204206000,HARDIN COUNTY JAIL,2006,107.0
19083001,16CNT04204206100,HARDIN COUNTY JAIL,2014,90.0
19085001,16CNT04304306100,Harrison Co. Jail,2013,24.0
19087001,16CNT04404406000,HENRY COUNTY,1998,9.0
19087001,16CNT04404406100,Henry Co. Jail,2013,8.0
19089001,16CNT04504506100,Howard Co. Jail,2013,10.0
19091001,16CNT04604606100,Humboldt Co. Jail,2013,14.0
